label,message
social,"Yo Lerato, you coming to Menlyn this this weekend?"
ham,Don't forget your class at UCT on today. All the best!
promotional,Exclusive offer from Shoprite: BOGO available now in Cape Town!
social,Hey! Let's catch up during lunch at Menlyn. Been too long! Zinhle
ham,Rhodes reminder: Your exam is scheduled for end of month. Check your student portal.
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27791234567.
spam,Congrats! You've won a SARS Refund. Contact +27765432100 to claim your prize.
ham,Important: Rhodes class cancellations on today. Check emails.
promotional,Shop now at Pick n Pay Sandton for special till next Friday!
promotional,Don't miss out! Capitec has a back-to-school deal at Cape Town until this weekend.
ham,UP reminder: Your res meeting is scheduled for tomorrow. Check your student portal.
social,"Yo Tasha, you coming to UJ Library this on Heritage Day?"
social,Miss you! Let's link up after work near Gautrain. Themba
social,Miss you! Let's link up during lunch near Menlyn. Lerato
promotional,This weekend only: weekend at Woolworths stores near Sandton.
social,Miss you! Let's link up during lunch near Gold Reef. Themba
promotional,Don't miss out! Capitec has a special deal at Soweto until today.
spam,Immediate action required: Forex Profits waiting. Text YES to +27765432100.
promotional,Shop now at Capitec Durban for 50% off till end of month!
promotional,Save big at Capitec Pretoria. 50% off ends today.
promotional,Save big at Shoprite Durban. limited-time ends today.
promotional,This weekend only: weekend at Vodacom stores near Soweto.
spam,URGENT: Claim your Free Bursary now! Reply YES or call +27791234567. RICA rules apply.
social,Miss you! Let's link up after work near Gold Reef. Sipho
social,"Got plans for this weekend? Join us at Menlyn. Cheers, Tasha"
ham,Stellenbosch reminder: Your res meeting is scheduled for end of month. Check your student portal.
social,Hey! Let's catch up on Heritage Day at your place. Been too long! Tasha
social,"Got plans for this weekend? Join us at Menlyn. Cheers, Tasha"
promotional,Save big at Capitec Sandton. weekend ends tomorrow.
social,"Got plans for after work? Join us at Menlyn. Cheers, Themba"
social,Miss you! Let's link up during lunch near UJ Library. Tasha
ham,Important: Stellenbosch class cancellations on this weekend. Check emails.
promotional,Exclusive offer from MTN: limited-time available now in Pretoria!
promotional,Shop now at Shoprite Sandton for special till today!
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27791234567.
promotional,Don't miss out! Checkers has a limited-time deal at Pretoria until tomorrow.
social,"Yo Zinhle, you coming to Gold Reef this during lunch?"
ham,Campus update from Rhodes: exam changes for end of month. Stay informed.
promotional,This weekend only: BOGO at Woolworths stores near Durban.
promotional,Shop now at Pick n Pay Cape Town for limited-time till end of month!
ham,Campus update from UP: exam changes for today. Stay informed.
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27831234567.
promotional,This weekend only: limited-time at Checkers stores near Pretoria.
social,"Got plans for this weekend? Join us at Menlyn. Cheers, Themba"
social,"Yo Lerato, you coming to Gold Reef this this Saturday?"
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27631234567.
promotional,Shop now at Woolworths Soweto for limited-time till today!
promotional,Exclusive offer from Capitec: weekend available now in Pretoria!
social,Hey! Let's catch up after work at UJ Library. Been too long! Sipho
ham,Campus update from Wits: exam changes for 31 May. Stay informed.
social,Miss you! Let's link up this Saturday near Nandos. Themba
promotional,Save big at Pick n Pay Cape Town. back-to-school ends this weekend.
promotional,Shop now at Capitec Soweto for weekend till end of month!
social,Hey! Let's catch up during lunch at Gold Reef. Been too long! Sipho
ham,UP reminder: Your fee deadline is scheduled for today. Check your student portal.
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27831234567.
social,Miss you! Let's link up during lunch near Nandos. Zinhle
social,Howzit? Meeting at Gautrain this this weekend? Let me know. Zinhle
social,Miss you! Let's link up this weekend near Gautrain. Lerato
promotional,Exclusive offer from Woolworths: limited-time available now in Soweto!
promotional,This weekend only: special at MTN stores near Durban.
spam,Exclusive NSFAS Grant offer for you. Act fast! Call +27831234567 now.
social,Howzit? Meeting at UJ Library this during lunch? Let me know. Sipho
social,"Got plans for this weekend? Join us at UJ Library. Cheers, Zinhle"
social,Hey! Let's catch up during lunch at Gold Reef. Been too long! Tasha
social,Howzit? Meeting at Nandos this during lunch? Let me know. Tasha
social,"Yo Lerato, you coming to Gautrain this this Saturday?"
ham,Don't forget your assignment at Rhodes on tomorrow. All the best!
promotional,Exclusive offer from Pick n Pay: back-to-school available now in Durban!
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27600012345.
promotional,Don't miss out! Woolworths has a back-to-school deal at Pretoria until today.
ham,Don't forget your tutorial at Rhodes on 31 May. All the best!
promotional,Save big at MTN Pretoria. BOGO ends today.
promotional,Don't miss out! Woolworths has a weekend deal at Polokwane until this weekend.
promotional,This weekend only: limited-time at Vodacom stores near Cape Town.
social,"Yo Themba, you coming to Nandos this on Heritage Day?"
ham,UKZN: Fee payment deadline is end of month. Please pay promptly.
social,Howzit? Meeting at Nandos this after work? Let me know. Sipho
promotional,Shop now at Woolworths Sandton for limited-time till 31 May!
spam,Congrats! You've won a SARS Refund. Contact +27600012345 to claim your prize.
spam,Exclusive Free Bursary offer for you. Act fast! Call +27631234567 now.
promotional,Shop now at Vodacom Durban for limited-time till 31 May!
promotional,Exclusive offer from Vodacom: special available now in Pretoria!
ham,Campus update from UJ: exam changes for this weekend. Stay informed.
ham,UJ reminder: Your res meeting is scheduled for tomorrow. Check your student portal.
social,"Got plans for during lunch? Join us at Menlyn. Cheers, Zinhle"
spam,Don't miss out on Forex Profits. Call +27765432100 to secure funds today.
social,Miss you! Let's link up this Saturday near Gold Reef. Zinhle
promotional,Exclusive offer from Shoprite: back-to-school available now in Durban!
promotional,Don't miss out! MTN has a BOGO deal at Soweto until today.
spam,URGENT: Claim your Forex Profits now! Reply YES or call +27631234567. RICA rules apply.
social,"Got plans for after work? Join us at UJ Library. Cheers, Tasha"
promotional,Don't miss out! MTN has a back-to-school deal at Pretoria until next Friday.
spam,URGENT: Claim your NSFAS Grant now! Reply YES or call +27600012345. RICA rules apply.
promotional,Don't miss out! Pick n Pay has a weekend deal at Polokwane until today.
promotional,Shop now at Capitec Polokwane for back-to-school till end of month!
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27631234567.
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27765432100.
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27631234567.
social,Howzit? Meeting at your place this during lunch? Let me know. Tasha
ham,Stellenbosch reminder: Your class is scheduled for this weekend. Check your student portal.
social,Hey! Let's catch up this Saturday at Gold Reef. Been too long! Lerato
ham,Campus update from UP: assignment changes for 31 May. Stay informed.
spam,Congrats! You've won a Free Bursary. Contact +27791234567 to claim your prize.
ham,UNISA: Fee payment deadline is today. Please pay promptly.
social,Hey! Let's catch up on Heritage Day at your place. Been too long! Zinhle
promotional,Don't miss out! Checkers has a BOGO deal at Durban until tomorrow.
social,"Got plans for during lunch? Join us at Gold Reef. Cheers, Zinhle"
social,"Yo Themba, you coming to your place this this Saturday?"
social,Hey! Let's catch up on Heritage Day at UJ Library. Been too long! Sipho
promotional,This weekend only: weekend at Vodacom stores near Soweto.
spam,Exclusive SARS Refund offer for you. Act fast! Call +27831234567 now.
social,"Got plans for this Saturday? Join us at Gautrain. Cheers, Themba"
spam,Congrats! You've won a NSFAS Grant. Contact +27631234567 to claim your prize.
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27765432100.
promotional,Exclusive offer from Capitec: weekend available now in Sandton!
ham,Don't forget your assignment at UP on this weekend. All the best!
social,Hey! Let's catch up this Saturday at UJ Library. Been too long! Themba
promotional,This weekend only: BOGO at Vodacom stores near Soweto.
promotional,Exclusive offer from MTN: 50% off available now in Polokwane!
promotional,Exclusive offer from Capitec: weekend available now in Soweto!
promotional,Shop now at Vodacom Soweto for back-to-school till tomorrow!
promotional,Save big at Vodacom Durban. BOGO ends tomorrow.
promotional,This weekend only: weekend at Checkers stores near Sandton.
ham,Important: Rhodes class cancellations on end of month. Check emails.
spam,Exclusive Free Bursary offer for you. Act fast! Call +27600012345 now.
promotional,Shop now at Woolworths Cape Town for special till 31 May!
promotional,Exclusive offer from Checkers: weekend available now in Durban!
social,Miss you! Let's link up after work near Gautrain. Zinhle
ham,UNISA: Fee payment deadline is this weekend. Please pay promptly.
ham,NWU reminder: Your fee deadline is scheduled for tomorrow. Check your student portal.
spam,URGENT: Claim your SARS Refund now! Reply YES or call +27791234567. RICA rules apply.
promotional,This weekend only: special at Woolworths stores near Cape Town.
promotional,Don't miss out! Woolworths has a weekend deal at Cape Town until this weekend.
ham,UNISA reminder: Your assignment is scheduled for tomorrow. Check your student portal.
promotional,This weekend only: back-to-school at Shoprite stores near Sandton.
ham,NWU: Fee payment deadline is next Friday. Please pay promptly.
ham,Important: UJ class cancellations on next Friday. Check emails.
spam,Exclusive Forex Profits offer for you. Act fast! Call +27831234567 now.
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27600012345.
promotional,Save big at Capitec Soweto. 50% off ends this weekend.
spam,Immediate action required: NSFAS Grant waiting. Text YES to +27765432100.
social,"Yo Lerato, you coming to your place this this weekend?"
ham,Important: UCT class cancellations on today. Check emails.
promotional,Save big at Shoprite Cape Town. limited-time ends 31 May.
social,Hey! Let's catch up on Heritage Day at Gautrain. Been too long! Zinhle
spam,Immediate action required: Free Bursary waiting. Text YES to +27600012345.
promotional,Save big at Shoprite Soweto. BOGO ends this weekend.
social,Howzit? Meeting at your place this after work? Let me know. Tasha
social,"Got plans for on Heritage Day? Join us at Gold Reef. Cheers, Lerato"
promotional,Save big at Woolworths Polokwane. limited-time ends today.
social,Miss you! Let's link up during lunch near Menlyn. Themba
social,Miss you! Let's link up this Saturday near UJ Library. Tasha
promotional,Shop now at Pick n Pay Cape Town for back-to-school till today!
ham,Don't forget your tutorial at UKZN on next Friday. All the best!
promotional,Exclusive offer from Vodacom: special available now in Cape Town!
social,"Got plans for after work? Join us at Nandos. Cheers, Zinhle"
ham,Don't forget your res meeting at UP on this weekend. All the best!
spam,URGENT: Claim your SARS Refund now! Reply YES or call +27600012345. RICA rules apply.
social,Howzit? Meeting at your place this during lunch? Let me know. Sipho
ham,Stellenbosch reminder: Your res meeting is scheduled for next Friday. Check your student portal.
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27791234567 for pricing.
social,Hey! Let's catch up this weekend at your place. Been too long! Tasha
ham,Don't forget your tutorial at Stellenbosch on today. All the best!
social,"Got plans for this Saturday? Join us at Gautrain. Cheers, Tasha"
promotional,Save big at Pick n Pay Soweto. BOGO ends this weekend.
promotional,Save big at MTN Polokwane. weekend ends tomorrow.
promotional,Exclusive offer from Capitec: limited-time available now in Soweto!
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27600012345 for pricing.
social,Hey! Let's catch up this Saturday at your place. Been too long! Lerato
promotional,Don't miss out! Pick n Pay has a BOGO deal at Polokwane until this weekend.
promotional,Shop now at Capitec Polokwane for 50% off till today!
ham,Campus update from Wits: class changes for 31 May. Stay informed.
promotional,Exclusive offer from Pick n Pay: limited-time available now in Soweto!
social,"Yo Tasha, you coming to Gold Reef this this weekend?"
ham,Campus update from Wits: class changes for 31 May. Stay informed.
spam,URGENT: Claim your SARS Refund now! Reply YES or call +27600012345. RICA rules apply.
social,Hey! Let's catch up this weekend at UJ Library. Been too long! Themba
ham,Wits: Fee payment deadline is end of month. Please pay promptly.
ham,Important: UCT class cancellations on this weekend. Check emails.
spam,Guaranteed exam help! Send your module code and we’ll sort you out. Msg +27765432100 now.
promotional,Don't miss out! Checkers has a BOGO deal at Cape Town until end of month.
promotional,Exclusive offer from Vodacom: limited-time available now in Pretoria!
promotional,Save big at Capitec Cape Town. special ends today.
spam,Immediate action required: SARS Refund waiting. Text YES to +27831234567.
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27631234567.
ham,Important: Stellenbosch class cancellations on end of month. Check emails.
ham,UJ: Fee payment deadline is next Friday. Please pay promptly.
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27631234567 for pricing.
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27765432100.
promotional,Save big at Woolworths Polokwane. back-to-school ends 31 May.
social,Hey! Let's catch up this Saturday at Gautrain. Been too long! Themba
promotional,Save big at Capitec Soweto. weekend ends today.
promotional,Save big at Woolworths Soweto. limited-time ends this weekend.
promotional,Exclusive offer from Woolworths: BOGO available now in Durban!
ham,Important: Stellenbosch class cancellations on tomorrow. Check emails.
social,Howzit? Meeting at Gold Reef this this weekend? Let me know. Sipho
promotional,Exclusive offer from MTN: limited-time available now in Polokwane!
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27831234567.
promotional,Don't miss out! Vodacom has a special deal at Sandton until end of month.
promotional,Shop now at Woolworths Soweto for BOGO till tomorrow!
promotional,Shop now at Woolworths Polokwane for special till this weekend!
social,Hey! Let's catch up this Saturday at Menlyn. Been too long! Lerato
social,"Yo Sipho, you coming to Nandos this this Saturday?"
spam,Immediate action required: Forex Profits waiting. Text YES to +27631234567.
spam,Exclusive NSFAS Grant offer for you. Act fast! Call +27600012345 now.
promotional,Save big at Pick n Pay Soweto. special ends tomorrow.
promotional,This weekend only: back-to-school at MTN stores near Durban.
spam,Guaranteed exam help! Send your module code and we’ll sort you out. Msg +27765432100 now.
ham,UJ reminder: Your class is scheduled for today. Check your student portal.
ham,UCT: Fee payment deadline is end of month. Please pay promptly.
social,Hey! Let's catch up this weekend at Gautrain. Been too long! Themba
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27831234567 for pricing.
social,Miss you! Let's link up this Saturday near Gautrain. Zinhle
social,"Got plans for on Heritage Day? Join us at Menlyn. Cheers, Sipho"
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27791234567.
promotional,Save big at Woolworths Pretoria. BOGO ends tomorrow.
spam,Don't miss out on Forex Profits. Call +27600012345 to secure funds today.
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27765432100.
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27791234567.
ham,UCT reminder: Your class is scheduled for 31 May. Check your student portal.
ham,UCT: Fee payment deadline is 31 May. Please pay promptly.
social,"Got plans for during lunch? Join us at UJ Library. Cheers, Themba"
promotional,This weekend only: back-to-school at Shoprite stores near Durban.
social,"Yo Lerato, you coming to Menlyn this during lunch?"
social,Howzit? Meeting at Menlyn this this Saturday? Let me know. Sipho
promotional,Save big at MTN Durban. limited-time ends 31 May.
ham,Wits: Fee payment deadline is today. Please pay promptly.
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27631234567.
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27791234567.
social,"Yo Zinhle, you coming to Nandos this after work?"
social,Hey! Let's catch up after work at Gautrain. Been too long! Zinhle
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27631234567.
ham,Don't forget your assignment at UP on next Friday. All the best!
social,Hey! Let's catch up during lunch at Gautrain. Been too long! Lerato
promotional,Exclusive offer from Shoprite: special available now in Sandton!
social,"Got plans for during lunch? Join us at Gold Reef. Cheers, Zinhle"
social,Miss you! Let's link up on Heritage Day near Gold Reef. Sipho
ham,Important: UKZN class cancellations on end of month. Check emails.
social,Howzit? Meeting at your place this this Saturday? Let me know. Tasha
ham,Campus update from UP: class changes for this weekend. Stay informed.
promotional,Don't miss out! Checkers has a special deal at Cape Town until end of month.
social,Miss you! Let's link up this Saturday near Menlyn. Themba
promotional,Save big at Vodacom Soweto. back-to-school ends today.
social,Howzit? Meeting at UJ Library this after work? Let me know. Sipho
ham,UJ reminder: Your res meeting is scheduled for tomorrow. Check your student portal.
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27765432100 for pricing.
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27791234567.
social,Hey! Let's catch up this weekend at Nandos. Been too long! Zinhle
social,"Got plans for during lunch? Join us at your place. Cheers, Sipho"
ham,UKZN reminder: Your exam is scheduled for next Friday. Check your student portal.
social,Howzit? Meeting at your place this during lunch? Let me know. Zinhle
promotional,Save big at Shoprite Cape Town. BOGO ends this weekend.
social,Howzit? Meeting at Nandos this during lunch? Let me know. Sipho
promotional,Save big at Checkers Soweto. weekend ends this weekend.
promotional,This weekend only: limited-time at Checkers stores near Sandton.
promotional,Save big at Capitec Sandton. 50% off ends next Friday.
spam,Exclusive Forex Profits offer for you. Act fast! Call +27765432100 now.
spam,Exclusive SARS Refund offer for you. Act fast! Call +27765432100 now.
promotional,Exclusive offer from Checkers: BOGO available now in Soweto!
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27765432100.
social,"Got plans for during lunch? Join us at UJ Library. Cheers, Tasha"
promotional,Don't miss out! Woolworths has a weekend deal at Sandton until 31 May.
ham,Wits: Fee payment deadline is tomorrow. Please pay promptly.
promotional,Don't miss out! Shoprite has a limited-time deal at Cape Town until today.
social,"Yo Sipho, you coming to your place this on Heritage Day?"
social,"Got plans for during lunch? Join us at UJ Library. Cheers, Sipho"
social,"Got plans for during lunch? Join us at your place. Cheers, Tasha"
social,Howzit? Meeting at your place this this weekend? Let me know. Tasha
promotional,Shop now at MTN Cape Town for back-to-school till next Friday!
promotional,Exclusive offer from MTN: BOGO available now in Polokwane!
promotional,Save big at Woolworths Durban. weekend ends tomorrow.
social,Hey! Let's catch up this Saturday at Nandos. Been too long! Tasha
social,"Got plans for during lunch? Join us at UJ Library. Cheers, Themba"
social,Hey! Let's catch up this weekend at Nandos. Been too long! Zinhle
social,Miss you! Let's link up during lunch near UJ Library. Zinhle
spam,Don't miss out on SARS Refund. Call +27831234567 to secure funds today.
ham,Campus update from Stellenbosch: fee deadline changes for this weekend. Stay informed.
ham,Wits reminder: Your exam is scheduled for end of month. Check your student portal.
ham,Campus update from UKZN: exam changes for next Friday. Stay informed.
promotional,Shop now at Shoprite Polokwane for weekend till next Friday!
social,"Got plans for this weekend? Join us at Nandos. Cheers, Sipho"
ham,Don't forget your fee deadline at UJ on 31 May. All the best!
promotional,Exclusive offer from MTN: BOGO available now in Polokwane!
spam,Immediate action required: NSFAS Grant waiting. Text YES to +27600012345.
spam,Guaranteed exam help! Send your module code and we’ll sort you out. Msg +27600012345 now.
promotional,This weekend only: back-to-school at Shoprite stores near Durban.
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27791234567.
social,Miss you! Let's link up after work near Gautrain. Sipho
ham,Important: UP class cancellations on 31 May. Check emails.
spam,URGENT: Claim your NSFAS Grant now! Reply YES or call +27631234567. RICA rules apply.
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27765432100.
promotional,Don't miss out! Shoprite has a back-to-school deal at Soweto until this weekend.
ham,Don't forget your exam at UNISA on today. All the best!
social,Miss you! Let's link up on Heritage Day near Nandos. Zinhle
promotional,Exclusive offer from Checkers: special available now in Cape Town!
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27791234567.
promotional,This weekend only: special at Checkers stores near Pretoria.
ham,Don't forget your class at Stellenbosch on 31 May. All the best!
social,Hey! Let's catch up this Saturday at your place. Been too long! Lerato
social,"Yo Lerato, you coming to your place this after work?"
promotional,Save big at Pick n Pay Pretoria. back-to-school ends tomorrow.
spam,Immediate action required: Free Bursary waiting. Text YES to +27831234567.
spam,Congrats! You've won a NSFAS Grant. Contact +27831234567 to claim your prize.
social,Hey! Let's catch up this weekend at Menlyn. Been too long! Lerato
social,Hey! Let's catch up after work at Gold Reef. Been too long! Zinhle
social,"Got plans for this Saturday? Join us at Gold Reef. Cheers, Tasha"
social,Hey! Let's catch up on Heritage Day at Menlyn. Been too long! Lerato
promotional,This weekend only: limited-time at Capitec stores near Cape Town.
spam,Exclusive Forex Profits offer for you. Act fast! Call +27791234567 now.
ham,Important: Wits class cancellations on next Friday. Check emails.
promotional,Save big at Vodacom Pretoria. weekend ends tomorrow.
promotional,This weekend only: weekend at Capitec stores near Cape Town.
spam,Don't miss out on Free Bursary. Call +27791234567 to secure funds today.
promotional,Save big at Capitec Polokwane. 50% off ends today.
promotional,Exclusive offer from Woolworths: weekend available now in Pretoria!
ham,Important: UJ class cancellations on today. Check emails.
promotional,Exclusive offer from Vodacom: 50% off available now in Pretoria!
social,"Yo Themba, you coming to Menlyn this after work?"
promotional,Shop now at Shoprite Durban for limited-time till tomorrow!
promotional,This weekend only: weekend at Woolworths stores near Durban.
promotional,Don't miss out! MTN has a 50% off deal at Polokwane until tomorrow.
social,Hey! Let's catch up during lunch at Gautrain. Been too long! Tasha
ham,UJ: Fee payment deadline is this weekend. Please pay promptly.
social,Miss you! Let's link up during lunch near Nandos. Sipho
promotional,Don't miss out! Checkers has a limited-time deal at Polokwane until today.
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27791234567.
spam,Congrats! You've won a Free Bursary. Contact +27600012345 to claim your prize.
promotional,Shop now at Pick n Pay Soweto for back-to-school till today!
social,"Got plans for on Heritage Day? Join us at Gold Reef. Cheers, Themba"
spam,Congrats! You've won a SARS Refund. Contact +27600012345 to claim your prize.
social,Howzit? Meeting at Menlyn this this Saturday? Let me know. Lerato
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27765432100 for pricing.
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27791234567.
social,"Got plans for after work? Join us at Gautrain. Cheers, Sipho"
social,Miss you! Let's link up after work near Nandos. Zinhle
social,Miss you! Let's link up this Saturday near Gautrain. Tasha
promotional,Don't miss out! Capitec has a weekend deal at Polokwane until today.
promotional,This weekend only: special at Capitec stores near Soweto.
social,Howzit? Meeting at Menlyn this during lunch? Let me know. Zinhle
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27831234567.
promotional,Exclusive offer from Woolworths: weekend available now in Polokwane!
social,"Got plans for this Saturday? Join us at UJ Library. Cheers, Tasha"
promotional,Save big at Capitec Cape Town. special ends next Friday.
social,Hey! Let's catch up after work at your place. Been too long! Sipho
promotional,Don't miss out! Vodacom has a limited-time deal at Sandton until tomorrow.
ham,UNISA: Fee payment deadline is tomorrow. Please pay promptly.
promotional,Shop now at Shoprite Durban for BOGO till end of month!
promotional,Save big at Pick n Pay Pretoria. BOGO ends 31 May.
ham,Campus update from UKZN: fee deadline changes for tomorrow. Stay informed.
promotional,Save big at MTN Polokwane. special ends 31 May.
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27765432100.
promotional,Shop now at Woolworths Cape Town for 50% off till end of month!
promotional,Don't miss out! Capitec has a limited-time deal at Pretoria until end of month.
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27831234567.
social,Howzit? Meeting at UJ Library this during lunch? Let me know. Lerato
promotional,Don't miss out! Vodacom has a back-to-school deal at Polokwane until end of month.
promotional,Exclusive offer from Shoprite: 50% off available now in Cape Town!
social,Miss you! Let's link up this weekend near Gold Reef. Lerato
ham,Don't forget your res meeting at UNISA on this weekend. All the best!
social,Howzit? Meeting at your place this on Heritage Day? Let me know. Themba
social,Howzit? Meeting at Gautrain this after work? Let me know. Tasha
spam,Don't miss out on SARS Refund. Call +27600012345 to secure funds today.
social,Hey! Let's catch up this Saturday at Gold Reef. Been too long! Sipho
promotional,Save big at Shoprite Sandton. BOGO ends end of month.
ham,Campus update from UKZN: exam changes for this weekend. Stay informed.
social,"Got plans for after work? Join us at your place. Cheers, Themba"
social,Howzit? Meeting at Gautrain this during lunch? Let me know. Zinhle
ham,UP: Fee payment deadline is next Friday. Please pay promptly.
social,"Yo Zinhle, you coming to Nandos this on Heritage Day?"
promotional,Don't miss out! Shoprite has a special deal at Cape Town until tomorrow.
social,"Yo Zinhle, you coming to UJ Library this after work?"
spam,Exclusive NSFAS Grant offer for you. Act fast! Call +27600012345 now.
ham,Important: UJ class cancellations on today. Check emails.
social,Hey! Let's catch up on Heritage Day at Nandos. Been too long! Tasha
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27791234567 for pricing.
spam,URGENT: Claim your SARS Refund now! Reply YES or call +27765432100. RICA rules apply.
spam,Exclusive SARS Refund offer for you. Act fast! Call +27631234567 now.
spam,URGENT: Claim your SARS Refund now! Reply YES or call +27831234567. RICA rules apply.
ham,UNISA: Fee payment deadline is end of month. Please pay promptly.
promotional,This weekend only: weekend at Capitec stores near Pretoria.
promotional,Shop now at Checkers Durban for special till tomorrow!
spam,Guaranteed exam help! Send your module code and we’ll sort you out. Msg +27631234567 now.
social,"Got plans for this Saturday? Join us at UJ Library. Cheers, Sipho"
social,Miss you! Let's link up after work near Menlyn. Themba
promotional,Shop now at Pick n Pay Pretoria for weekend till tomorrow!
spam,Don't miss out on Forex Profits. Call +27791234567 to secure funds today.
promotional,This weekend only: 50% off at Capitec stores near Polokwane.
social,"Got plans for this weekend? Join us at Gautrain. Cheers, Zinhle"
social,Hey! Let's catch up after work at Menlyn. Been too long! Lerato
spam,Exclusive NSFAS Grant offer for you. Act fast! Call +27765432100 now.
ham,Important: UNISA class cancellations on today. Check emails.
promotional,Exclusive offer from Checkers: 50% off available now in Cape Town!
ham,Don't forget your tutorial at UP on tomorrow. All the best!
promotional,Exclusive offer from Pick n Pay: 50% off available now in Pretoria!
promotional,This weekend only: 50% off at Shoprite stores near Soweto.
social,"Yo Tasha, you coming to UJ Library this during lunch?"
promotional,Exclusive offer from Shoprite: limited-time available now in Sandton!
social,Miss you! Let's link up this weekend near Nandos. Tasha
spam,URGENT: Claim your SARS Refund now! Reply YES or call +27631234567. RICA rules apply.
social,"Yo Themba, you coming to your place this after work?"
ham,Important: NWU class cancellations on next Friday. Check emails.
social,Miss you! Let's link up this Saturday near Gold Reef. Themba
ham,Don't forget your fee deadline at Wits on end of month. All the best!
spam,Exclusive NSFAS Grant offer for you. Act fast! Call +27631234567 now.
ham,Important: UKZN class cancellations on end of month. Check emails.
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27631234567.
promotional,This weekend only: BOGO at Shoprite stores near Cape Town.
promotional,This weekend only: limited-time at MTN stores near Cape Town.
social,"Yo Themba, you coming to your place this after work?"
promotional,Don't miss out! Vodacom has a weekend deal at Pretoria until today.
promotional,This weekend only: limited-time at Pick n Pay stores near Durban.
ham,UJ: Fee payment deadline is tomorrow. Please pay promptly.
social,Miss you! Let's link up during lunch near Menlyn. Lerato
spam,Don't miss out on Free Bursary. Call +27791234567 to secure funds today.
promotional,Shop now at MTN Durban for BOGO till this weekend!
ham,Important: Rhodes class cancellations on this weekend. Check emails.
spam,Guaranteed exam help! Send your module code and we’ll sort you out. Msg +27765432100 now.
promotional,Don't miss out! MTN has a weekend deal at Pretoria until next Friday.
spam,Don't miss out on NSFAS Grant. Call +27600012345 to secure funds today.
ham,Don't forget your exam at UKZN on today. All the best!
ham,Important: NWU class cancellations on today. Check emails.
ham,Important: UCT class cancellations on end of month. Check emails.
ham,Campus update from UP: tutorial changes for this weekend. Stay informed.
social,"Yo Zinhle, you coming to Gautrain this this Saturday?"
promotional,Save big at Capitec Durban. special ends end of month.
social,"Got plans for this weekend? Join us at Menlyn. Cheers, Zinhle"
spam,Guaranteed exam help! Send your module code and we’ll sort you out. Msg +27600012345 now.
social,Miss you! Let's link up this weekend near UJ Library. Themba
promotional,This weekend only: special at MTN stores near Pretoria.
promotional,Exclusive offer from Capitec: weekend available now in Cape Town!
spam,Guaranteed exam help! Send your module code and we’ll sort you out. Msg +27631234567 now.
social,"Yo Sipho, you coming to Gold Reef this this weekend?"
promotional,Shop now at Pick n Pay Pretoria for back-to-school till next Friday!
promotional,Exclusive offer from Shoprite: BOGO available now in Sandton!
promotional,This weekend only: back-to-school at Checkers stores near Soweto.
social,"Got plans for this Saturday? Join us at your place. Cheers, Zinhle"
